Poshmark Inventory Report for @jenwm5
Inventory as of 05/19/2020
Notes:
** Only listings that are available are shown on this file.
** The balance amount on this page should not be used for accounting purposes. Please refer to the 'My Balance' page to find the amount that can be used/spent/withdrawn.
""
Listing Date,Number of Days Listed,SKU,Listing Title,Department,Category,Subcategory,Brand,Color,Size,NWT,Likes,Cost Price,Lowest Listed Price,Current Listing Price,Other Info
11/02/2019,199,"",Lilly Pulitzer zoo print trophy patchwork shorts 4,Women,Shorts,Bermudas,Lilly Pulitzer,"Blue, Green",4,N,3,"",$20.00,$25.00,""
11/02/2019,199,"",Vintage TESS blouse/ 10,Women,Tops,Blouses,TESS,"Pink, Gray",10,Y,3,"",$13.00,$19.00,""
11/03/2019,198,"",Sam Edelman croco blood orange Gigi thong sandal/7,Women,Shoes,Sandals,Sam Edelman,Orange,7,N,2,"",$24.00,$24.00,""
11/03/2019,198,"",Edward Harvey trifold cowhide wallet,Men,Bags,Wallets,Edward Harvey,Brown,OS,N,2,"",$14.00,$14.00,""
11/12/2019,189,"",Naya brown LARK booties/ 9,Women,Shoes,Ankle Boots & Booties,Naya,Brown,9,N,3,"",$16.00,$23.00,""
11/12/2019,189,"",Sam Edelman Becker black slip on/ 8.5,Women,Shoes,Sneakers,Sam Edelman,Black,8.5,N,1,"",$16.00,$16.00,""
11/13/2019,188,"",Theory “Lyerly” denim color boucle skater skirt/8,Women,Skirts,"",Theory,"Gray, Blue",8,Y,10,"",$13.00,$24.00,""
11/13/2019,188,"",Trina Turk gray pinstripe straight skirt/ 8,Women,Skirts,"",Trina Turk,Gray,8,N,3,"",$22.00,$22.00,""
11/14/2019,187,"",Cole Haan Pinch Maine Classic grand.os brown/ 11,Men,Shoes,Loafers & Slip-Ons,Cole Haan,Brown,11,N,0,"",$15.00,$15.00,""
11/14/2019,187,"",UNC chapel hill sneakers/ 9,Men,Shoes,Sneakers,"","Blue, White",9,N,2,"",$18.00,$18.00,""
11/14/2019,187,"",Kelsi dagger “karina” pewter wedge peep toe shoe/9,Women,Shoes,Wedges,Kelsi Dagger,"Silver, Gray",9,N,5,"",$19.00,$30.00,""
11/14/2019,187,"",Athleta black and gray 7/8 leggings/ XS,Women,Pants,Leggings,Athleta,"Black, Gray",XS,N,4,"",$16.00,$16.00,""
11/14/2019,187,"",Michael Kors sequin flower tank Black & White/M,Women,Tops,Tank Tops,MICHAEL Michael Kors,"Black, White",M,N,1,"",$17.00,$20.00,""
11/14/2019,187,"",Athleta blue white pattern Capri leggings/ XS,Women,Pants,Leggings,Athleta,"Blue, White",XS,N,1,"",$14.00,$14.00,""
11/14/2019,187,"",VIP skinny jeans with holes / juniors 1/2,Women,Jeans,Skinny,VIP,Blue,1J,N,6,"",$15.00,$15.00,""
11/14/2019,187,"",Second skin purple athletic short sleeve/ S,Women,Tops,Tees - Short Sleeve,secondskin,Purple,S,N,0,"",$18.00,$18.00,""
11/14/2019,187,"",Zimzala black floral bikini/ s top m bottom,Women,Swim,Bikinis,zimzala,"Black, Pink",Small top/ med bottom,N,0,"",$15.00,$15.00,""
11/14/2019,187,"",Anthropologie one.september mustard top/ S,Women,Tops,Tees - Short Sleeve,Anthropologie,Yellow,S,N,0,"",$20.00,$20.00,""
11/15/2019,186,"",Pringle of Scotland vintage wool sweater/ L,Men,Sweaters,Crewneck,pringle of scotland,"Green, Red",L,N,2,"",$27.00,$27.00,""
11/15/2019,186,"",Mondo di Marco vintage sweater multi color/L,Men,Sweaters,Crewneck,Mondo di Marco,"Blue, Yellow",L,N,4,"",$10.00,$19.00,""
11/15/2019,186,"",RARE Vintage center stage deep orange/red poly top,Women,Tops,Blouses,center stage,"",L,N,0,"",$18.00,$18.00,""
11/15/2019,186,"",Nicole Miller fleece 1/2 zip with knit collar/ L,Women,Tops,Sweatshirts & Hoodies,Nicole Miller,"Pink, Purple",L,N,1,"",$15.00,$15.00,""
11/15/2019,186,"",True religion boot cut jeans/ 24,Women,Jeans,Boot Cut,True Religion,Blue,24,N,7,"",$13.00,$17.00,""
11/16/2019,185,"",(3) Arrow plaid button down shirt bundle/ L,Men,Shirts,Casual Button Down Shirts,Arrow,"",L,N,0,"",$21.00,$21.00,""
11/16/2019,185,"",Five points pink iguana button ss shirt/ S,Men,Shirts,Casual Button Down Shirts,five points,"Pink, Green",S,N,3,"",$18.00,$21.00,""
11/16/2019,185,"",(3) button down/ casual shirt bundle lot/ Large,Men,Shirts,Casual Button Down Shirts,J. Crew,Yellow,L,N,1,"",$18.00,$21.00,""
11/17/2019,184,"",Anthro holding horses zebra blouse/6,Women,Tops,Blouses,Anthropologie,"White, Black",6,N,6,"",$12.00,$23.00,""
11/17/2019,184,"",Nike tech flex train jacket silver/ Med,Women,Jackets & Coats,"",Nike,Silver,M,N,14,"",$15.00,$28.00,""
11/17/2019,184,"",Vintage white acrylic ball cap,Women,Accessories,Hats,"",White,OS,N,2,"",$14.00,$14.00,""
11/22/2019,179,"",Untuckit black silk shirt/ size 18,Women,Tops,Blouses,UNTUCKit,Black,18,N,9,"",$22.00,$45.00,""
11/24/2019,177,"",Munro black cyndi pumps NWOB/ 8N,Women,Shoes,Heels,Munro,Black,8,N,1,"",$40.00,$40.00,""
11/24/2019,177,"",Van Eli black fabric and patent pump NWOB/ 8N,Women,Shoes,Heels,"",Black,8,N,1,"",$18.00,$29.00,""
12/08/2019,163,"",Coldwater creek embroidered lined jean jacket/ SP,Women,Jackets & Coats,Jean Jackets,Coldwater Creek,Blue,SP,N,0,"",$20.00,$20.00,""
12/12/2019,159,"",Active advantage sm/md compression socks,Women,Accessories,Hosiery & Socks,active advantage,"Blue, Gray",Sm/md,N,9,"",$10.00,$10.00,""
12/15/2019,156,"",Baggallini black crossbody 6x9”,Women,Bags,Crossbody Bags,Baggallini,Black,6x9”,N,1,"",$19.00,$19.00,""
12/15/2019,156,"",1 Like No Other fun navy dress shirt/ L,Men,Shirts,Dress Shirts,1 Like No Other,Blue,L,N,0,"",$20.00,$20.00,""
12/15/2019,156,"",UNTUCKit Plaid top navy pink white/ 10,Women,Tops,Button Down Shirts,UNTUCKit,"Blue, Pink",10,N,5,"",$18.00,$26.00,""
12/15/2019,156,"",REI orange pink white plaid top/ S,Women,Tops,Button Down Shirts,REI,"Orange, Pink",S,N,0,"",$24.00,$24.00,""
12/15/2019,156,"",Vineyard vines madras patchwork pink blue blouse/2,Women,Tops,Button Down Shirts,Vineyard Vines,"Pink, Blue",2,N,2,"",$23.00,$28.00,""
12/15/2019,156,"",Iperico Italian short sleeve cropped sweater/ M,Women,Sweaters,V-Necks,Iperico,"Yellow, Brown",M,N,3,"",$18.00,$18.00,""
12/18/2019,153,"",Trina Turk floral “sky dress”/ 2,Women,Dresses,"",Trina Turk,"Orange, Purple",2,N,0,"",$36.00,$40.00,""
12/21/2019,150,"",Leather man Ltd swordfish K.E. Rhodes belt/ 42,Men,Accessories,Belts,Leather Man Ltd.,"Green, Blue",42,N,0,"",$18.00,$18.00,""
12/22/2019,149,"",Tony Perotti vintage leather&nylon black briefcase,Men,Bags,Briefcases,Tony Perotti,"Black, Brown",15” x 11”,N,2,"",$27.00,$27.00,""
12/22/2019,149,"",The North Face Hyvent ivory snow pants/ YXL,Kids,Bottoms,"",The North Face,Cream,XLG,N,5,"",$30.00,$50.00,""
12/22/2019,149,"",Vintage dragonfly open blazer Spirit Creations/S,Women,Jackets & Coats,Blazers,Spirit Creations,"Black, Green",S,N,0,"",$22.00,$22.00,""
12/22/2019,149,"",Z Spoke by Zac Posen purse- camel,Women,Bags,"",Z Spoke by Zac Posen,Tan,14” x 10”,N,3,"",$34.00,$34.00,""
12/22/2019,149,"",Hurley gray cardigan/M,Women,Sweaters,Cardigans,Hurley,Gray,M,N,5,"",$16.00,$16.00,""
12/22/2019,149,"",Denver Broncos Decker 87 jersey/ L,Women,Tops,Tees - Short Sleeve,Nike,"Orange, Blue",L,N,2,"",$16.00,$16.00,""
12/22/2019,149,"",The North Face osito purple jacket/ XL,Kids,Jackets & Coats,"",The North Face,Purple,XLG,N,6,"",$14.00,$24.00,""
12/22/2019,149,"",Jambu sparrow gray green vegan water ready shoe/ 7,Women,Shoes,Sneakers,Jambu,"Gray, Green",7,N,2,"",$21.00,$26.00,""
12/23/2019,148,"",Marithe Francois Girbaud pocket knee jeans,Men,Jeans,Straight,Marithe Francois Girbaud,Blue,38,N,7,"",$17.00,$25.00,""
12/23/2019,148,"",Ottod’ame Italian tan blue striped pants/ 8,Women,Pants,"",ottod’ame,"Blue, Tan",8,N,0,"",$22.00,$22.00,""
12/23/2019,148,"",Leather Man navy sailboat belt/ L,Men,Accessories,Belts,Leather Man,"Blue, White",L (45”),N,0,"",$18.00,$18.00,""
01/04/2020,136,"",The north face “HOT” black boots/ 3,Kids,Shoes,Rain & Snow Boots,The North Face,Black,3BB,N,0,"",$16.00,$16.00,""
01/04/2020,136,"",Johnston & Murphy Lola black suede booties/ 7.5,Women,Shoes,Ankle Boots & Booties,Johnston & Murphy,Black,7.5,N,3,"",$40.00,$40.00,""
01/09/2020,131,"",L.L.Bean tan wool lined barn jacket/ LP,Women,Jackets & Coats,"",L.L. Bean,Tan,LP,N,6,"",$19.00,$33.00,""
01/09/2020,131,"",Vineyard vines pink whale Capri leggings/M,Women,Pants,Leggings,Vineyard Vines,"Pink, Orange",M,N,3,"",$12.00,$18.00,""
01/09/2020,131,"",UNC Chapel Hill Carolina running shorts XL,Women,Shorts,"",Stadium Athletics,Blue,XL,Y,12,"",$14.00,$18.00,""
01/09/2020,131,"",Lands end navy snow pants/12,Kids,Bottoms,"",Lands' End,Blue,12G,N,3,"",$12.00,$12.00,""
01/09/2020,131,"",Vineyard Vines 1/4 zip white blue/ L,Kids,Shirts & Tops,Sweatshirts & Hoodies,Vineyard Vines,"White, Blue",LG,N,5,"",$16.00,$24.00,""
01/09/2020,131,"",The north face black osito jacket/ S,Women,Jackets & Coats,"",The North Face,Black,S,N,2,"",$23.00,$27.00,""
01/09/2020,131,"",Novara cycling stowable blue jacket/ M,Women,Jackets & Coats,"",Novara,Blue,M,N,2,"",$24.00,$24.00,""
01/10/2020,130,"",Roxy reversible bikini top stripe black white,Women,Swim,Bikinis,Roxy,"Black, White",S,N,17,"",$13.00,$19.00,""
01/10/2020,130,"",Pappagallo mint full zip hoodie embroidered accent,Women,Tops,Sweatshirts & Hoodies,Pappagallo,Green,L,N,1,"",$16.00,$16.00,""
01/10/2020,130,"",Andes Artesania hooded full zip sweater/ S,Women,Sweaters,"",Andes Artesania,"Gray, Blue",S,N,1,"",$32.00,$32.00,""
01/10/2020,130,"",2 the north face youth hats/ natural/ blue,Kids,Accessories,Hats,The North Face,"Cream, Blue",OSG,N,1,"",$16.00,$25.00,""
01/10/2020,130,"",Jack B Quick Easter cardigan/ M,Women,Sweaters,Cardigans,Jack B Quick,Pink,M,N,6,"",$14.00,$20.00,""
01/12/2020,128,"",Sherpani purple canvas flower tote shoulder bag,Women,Bags,Totes,Sherpani,Purple,OS,N,9,"",$14.00,$20.00,""
01/12/2020,128,"",Black leather cowboy boots Aztec design/ 6,Women,Shoes,"","",Black,6,N,0,"",$18.00,$18.00,""
01/12/2020,128,"",Artiat black clogs/8,Women,Shoes,Mules & Clogs,Ariat,Black,8,N,3,"",$12.00,$12.00,""
01/13/2020,127,"",Florsheim black woven leather cap toe oxfords 9.5,Men,Shoes,Oxfords & Derbys,Florsheim,Black,9.5,N,2,"",$30.00,$30.00,""
01/13/2020,127,"",Bernie Mev Lulia multi color woven wedge/ 8 (38),Women,Shoes,Wedges,bernie mev.,"Black, Yellow",8,N,3,"",$23.00,$29.00,""
01/13/2020,127,"",Geox tan sneakers/ 10,Men,Shoes,"",Geox,Tan,10,N,0,"",$31.00,$31.00,""
01/13/2020,127,"",ALEGRIA VIENNA COWGIRL TAR BLACK/ 9,Women,Shoes,Sandals,Alegria,Black,9,N,9,"",$25.00,$35.00,""
01/14/2020,126,"",KORKS black strappy sandal/ 8 (39),Women,Shoes,Sandals,Kork-Ease,"Black, Tan",8,N,18,"",$18.00,$26.00,""
01/14/2020,126,"",JBU by Jambu Sassy Vegan Mary Janes Slip On Flats,Women,Shoes,Flats & Loafers,JBU,Brown,7,N,1,"",$27.00,$27.00,""
01/15/2020,125,"",Timberland brown fold down boots pink blue plaid,Kids,Shoes,Boots,Timberland,"Brown, Pink",1BB,N,4,"",$21.00,$21.00,""
01/15/2020,125,"",Free People beaded boho shorts /M,Women,Shorts,"",Free People,"Red, Blue",M,N,3,"",$24.00,$24.00,""
01/15/2020,125,"",Lilly Pulitzer blue white seahorse shorts Walsh/ 4,Women,Shorts,"",Lilly Pulitzer,"Blue, White",4,N,4,"",$27.00,$30.00,""
01/15/2020,125,"",Melly M 3/4 sleeve black pink top/ S,Women,Tops,"",Melly M,"Black, Pink",S,N,0,"",$26.00,$26.00,""
01/15/2020,125,"",Victoria’s Secret bikini black top white bottom,Women,Swim,Bikinis,Victoria's Secret,"Black, White",36B,N,3,"",$23.00,$25.00,""
01/16/2020,124,"",Tory Burch Lidia white ruffle tank/S,Women,Tops,Tank Tops,Tory Burch,White,S,N,13,"",$17.00,$25.00,""
01/16/2020,124,"",Under Armour Qualifier windbreaker yellow green/XS,Women,Jackets & Coats,"",Under Armour,"Yellow, Green",XS,N,8,"",$13.00,$20.00,""
01/17/2020,123,"",Athleta Cityscape Navy zipper sweatshirt/ XXS,Women,Tops,Sweatshirts & Hoodies,Athleta,Blue,XXS,N,7,"",$24.00,$24.00,""
01/18/2020,122,"",PINK soft purple hoodie/ M,Women,Tops,Sweatshirts & Hoodies,PINK Victoria's Secret,Purple,M,N,15,"",$10.00,$18.00,""
01/18/2020,122,"",Outer banks OBX blue hoodie/ L,Women,Tops,Sweatshirts & Hoodies,Gildan,Blue,L,N,19,"",$14.00,$25.00,""
01/19/2020,121,"",Two by Vince Camuto lightweight mint sweater/ XS,Women,Sweaters,Crew & Scoop Necks,Two by Vince Camuto,Green,XS,N,0,"",$15.00,$15.00,""
01/19/2020,121,"",Sunflower full zip cardigan/ L,Women,Sweaters,Cardigans,Natural Reflections,"Blue, Yellow",L,N,7,"",$13.00,$25.00,""
01/20/2020,120,"",Pour la Victoire peach/tan & gray heels/10,Women,Shoes,Heels,Pour La Victoire,"Orange, Gray",10,N,6,"",$32.00,$32.00,""
01/20/2020,120,"",Aeropostale orange full zip hoodie/XS,Women,Tops,Sweatshirts & Hoodies,Aeropostale,Orange,XS,N,2,"",$14.00,$14.00,""
01/21/2020,119,"",UGG Lynnea fold down gray boots/ 5,Women,Shoes,Heeled Boots,UGG,"Gray, Brown",5,N,4,"",$35.00,$40.00,""
01/22/2020,118,"",Free people step up white denim skirt/4,Women,Skirts,Mini,Free People,White,4,N,7,"",$25.00,$25.00,""
01/22/2020,118,"",Nike Dri-fit skirted skort; black & pink; L,Women,Shorts,Skorts,Nike,"Black, Pink",L,N,4,"",$19.00,$19.00,""
01/24/2020,116,"",Vineyard vines mint Shep Shirt whale shoulders/S,Women,Tops,Sweatshirts & Hoodies,Vineyard Vines,"Green, Blue",S,N,9,"",$22.00,$45.00,""
01/24/2020,116,"",Travelon black crossbody bag purse,Women,Bags,Crossbody Bags,Travelon,Black,OS,N,6,"",$16.00,$16.00,""
01/24/2020,116,"",Roar pink embellished western shirt/ M,Women,Tops,Button Down Shirts,Roar,Pink,M,N,3,"",$21.00,$28.00,""
01/24/2020,116,"",Icelandic designs charcoal wool lined cardigan,Women,Sweaters,Cardigans,Icelandic Designs,"Gray, Black",XL,N,2,"",$26.00,$31.00,""
01/24/2020,116,"",Enzo Tovare Italy dress shirt gold gray/17.5,Men,Shirts,Dress Shirts,Enzo Tovare,"Yellow, Gray",17.5,N,0,"",$18.00,$18.00,""
01/24/2020,116,"",Rachel Zoe Karla open knit brown sweater/ XS,Women,Sweaters,Crew & Scoop Necks,Rachel Zoe,"Brown, Tan",XS,N,5,"",$19.00,$26.00,""
01/24/2020,116,"",Anthropologie postage stamp floral sweater/XS,Women,Sweaters,Crew & Scoop Necks,Anthropologie,"Orange, Green",XS,N,2,"",$18.00,$18.00,""
01/24/2020,116,"",Roar butterfly embroidered western shirt/M,Women,Tops,Button Down Shirts,Roar,"White, Green",M,N,2,"",$16.00,$16.00,""
01/24/2020,116,"",Roar embellished western top/ M,Women,Tops,Button Down Shirts,Roar,Red,M,N,11,"",$14.00,$21.00,""
01/24/2020,116,"",Roar plaid black white plaid shirt/ M,Men,Shirts,Casual Button Down Shirts,"","Black, White",M,N,1,"",$18.00,$25.00,""
01/24/2020,116,"",Vineyard Vines plaid slim fit whale shirt/S,Men,Shirts,Casual Button Down Shirts,Vineyard Vines,"Blue, Green",S,N,6,"",$24.00,$30.00,""
01/24/2020,116,"",Vineyard Vines Tucker blue button down/S,Men,Shirts,Casual Button Down Shirts,Vineyard Vines,Blue,S,N,0,"",$15.00,$20.00,""
01/24/2020,116,"",Vineyard Vines plaid slim fit whale button down,Men,Shirts,Casual Button Down Shirts,Vineyard Vines,"Blue, Green",S,N,2,"",$24.00,$30.00,""
01/24/2020,116,"",Vineyard Vines classic fit short sleeve Tucker,Men,Shirts,Casual Button Down Shirts,Vineyard Vines,"Blue, Green",M,N,8,"",$19.00,$30.00,""
01/25/2020,115,"",Kooba shoulder bag 13.75x13”,Women,Bags,Shoulder Bags,Kooba,Black,13.75”x13”,N,4,"",$35.00,$40.00,""
01/27/2020,113,"",(15) Water lovers sea creatures beanie babies,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,1,"",$25.00,$45.00,""
01/28/2020,112,"",Anthro Rosie Neira curved stripes open cardigan/M,Women,Sweaters,Cardigans,Anthropologie,"Blue, Purple",M,N,3,"",$27.00,$27.00,""
01/28/2020,112,"",One September feathered lace top/ black/ XS,Women,Tops,"",Anthropologie,Black,XS,N,1,"",$23.00,$23.00,""
01/28/2020,112,"",Rebecca Minkoff olive Cadillac pants/8,Women,Pants,"",Rebecca Minkoff,Green,8,Y,3,"",$25.00,$25.00,""
01/29/2020,111,"",Timberland maroon & white plaid button down/M,Men,Shirts,Casual Button Down Shirts,Timberland,"Red, White",M,N,0,"",$23.00,$23.00,""
01/30/2020,110,"",Coco + Jaimeson mustard long sleeve top/M,Women,Tops,"",coco + jaimeson,"Yellow, Gold",S,N,1,"",$17.00,$17.00,""
01/31/2020,109,"",Giles N Brooks backpack,Women,Bags,Backpacks,Giles N Brook,"Black, White",14.25” x 11”,N,2,"",$20.00,$20.00,""
02/01/2020,108,"",Red monkey company yin yang button fly jeans/ 38,Men,Jeans,Straight,Red Monkey Company RMC,Blue,38,N,1,"",$46.00,$46.00,""
02/01/2020,108,"",7FAM CARSEN Jeans 34x33.5”,Men,Jeans,Straight,7 For All Mankind,Blue,34,N,4,"",$27.00,$40.00,""
02/01/2020,108,"",Ann Taylor Loft black leggings/ 27/4,Women,Pants,Leggings,LOFT,Black,4,Y,1,"",$25.00,$25.00,""
02/01/2020,108,"",Nike athletic dept red full zip hoodie/XL,Men,Shirts,Sweatshirts & Hoodies,Nike,Red,XL,N,4,"",$18.00,$26.00,""
02/01/2020,108,"",Brooks brothers navy embroidered skirt/ 0,Women,Skirts,"",Brooks Brothers,"Blue, Orange",0,N,1,"",$27.00,$27.00,""
02/01/2020,108,"",Vineyard Vines green club pants; 32x29,Men,Pants,Chinos & Khakis,Vineyard Vines,Green,32,N,0,"",$27.00,$30.00,""
02/01/2020,108,"",Vineyard Vines 1/2 zip mint sweater/ YXL,Kids,Shirts & Tops,Sweaters,Vineyard Vines,Green,XLG,N,1,"",$20.00,$24.00,""
02/01/2020,108,"",Anthro pilcro & the letterpress navy pattern cords,Women,Pants,Skinny,Anthropologie,"Blue, Cream",28,N,1,"",$24.00,$24.00,""
02/02/2020,107,"",Ivivva leggings black white gray/ 14Y,Kids,Bottoms,Leggings,"","Black, White",14G,N,5,"",$16.00,$25.00,""
02/02/2020,107,"",Sherpani Milli bag/ red & charcoal,Women,Bags,Crossbody Bags,Sherpani,"Red, Gray",OS,N,2,"",$16.00,$19.00,""
02/02/2020,107,"",Madewell blue white skirt/ s,Women,Skirts,"",Madewell,"White, Blue",S,N,3,"",$18.00,$18.00,""
02/02/2020,107,"",Baggalini black All Around hobo shoulder crossbody,Women,Bags,Crossbody Bags,Baggallini,Black,OS,N,4,"",$27.00,$30.00,""
02/02/2020,107,"",Geox respira patent/ leather black slip on mule/5,Women,Shoes,Mules & Clogs,Geox,Black,5,N,0,"",$27.00,$27.00,""
02/02/2020,107,"",Ara flex red shoes/ 8 (6),Women,Shoes,"",Ara,Red,8.5,N,1,"",$22.00,$22.00,""
02/03/2020,106,"",The north face apex bionic- hot pink- small,Women,Jackets & Coats,"",The North Face,Pink,S,N,6,"",$43.00,$56.00,""
02/04/2020,105,"",Royal Robbins green quilted vest/ M,Women,Jackets & Coats,Vests,Royal Robbins,Green,M,N,2,"",$16.00,$16.00,""
02/04/2020,105,"",Thermoball teal jacket/ S,Women,Jackets & Coats,"",The North Face,Green,XS,N,2,"",$42.00,$60.00,""
02/05/2020,104,"",Helly Hansen garibaldi lace up waterproof boot/9.5,Women,Shoes,Lace Up Boots,Helly Hansen,Brown,9.5,N,6,"",$65.00,$80.00,""
02/05/2020,104,"",Eileen Fisher Blue merino open cardigan/ PS,Women,Sweaters,Cardigans,Eileen Fisher,Blue,SP,N,1,"",$32.00,$32.00,""
02/05/2020,104,"",Free People STELLA brown patterned minidress/ S,Women,Dresses,Mini,Free People,"Brown, Gold",S,N,6,"",$28.00,$35.00,""
02/05/2020,104,"",Band of Gypsies tiered boho babydoll dress/ S,Women,Dresses,Mini,Band of Gypsies,"Blue, Red",S,N,4,"",$16.00,$20.00,""
02/05/2020,104,"",Sheer black sequined/ beaded long sleeve top/ S,Women,Tops,"","",Black,S,N,0,"",$32.00,$32.00,""
02/06/2020,103,"",Anthro Odille purple corduroy “Firewarmed” dress/2,Women,Dresses,"",Anthropologie,Purple,2,N,0,"",$25.00,$25.00,""
02/06/2020,103,"",Converse coral beanie,Women,Accessories,Hats,Converse,Orange,OS,N,3,"",$13.00,$13.00,""
02/07/2020,102,"",Columbia charcoal white wool blend alpine sweater,Women,Sweaters,Crew & Scoop Necks,Columbia,"Gray, White",S,N,1,"",$23.00,$23.00,""
02/07/2020,102,"",Koala mama & baby stuffed animal yomiko classics,Kids,Other,"",Russ,"Tan, Gray",10”,Y,0,"",$21.00,$21.00,""
02/07/2020,102,"",ASICS Ravenna 5/ 9.5,Women,Shoes,Athletic Shoes,Asics,"Gray, Pink",9.5,N,4,"",$14.00,$19.00,""
02/09/2020,100,"",Aquatalia by Marvin K black suede fur lined boots,Women,Shoes,Heeled Boots,Aquatalia,Black,9,N,0,"",$68.00,$75.00,""
02/09/2020,100,"",Toms Nepal suede & textile boots/ charcoal/ 5.5,Women,Shoes,"",Toms,"Gray, Red",5.5,N,2,"",$34.00,$39.00,""
02/09/2020,100,"",Red Ranch pink cowgirl boots/ 9,Kids,Shoes,Boots,Red Ranch,Pink,9G,N,4,"",$18.00,$20.00,""
02/09/2020,100,"",Minnetonka 1422 brown high lace up suede boots/ 6,Women,Shoes,Lace Up Boots,Minnetonka,Tan,6,N,6,"",$32.00,$45.00,""
02/09/2020,100,"",Kamik jennifer tall black rain boots/ 8,Women,Shoes,Winter & Rain Boots,Kamik,Black,8,N,6,"",$28.00,$39.00,""
02/09/2020,100,"",GOBY butterfly flats/ 7(37),Women,Shoes,Flats & Loafers,GOBY,"Cream, Blue",7,N,8,"",$25.00,$25.00,""
02/09/2020,100,"",Toms Clarissa Wedge Blue Batik & natural/ 11,Women,Shoes,Wedges,Toms,"Blue, Tan",11,N,4,"",$28.00,$35.00,""
02/09/2020,100,"",Free People black thermal bandana cuff top/ S,Women,Tops,Tees - Long Sleeve,Free People,"Black, Red",S,Y,13,"",$18.00,$26.00,""
02/09/2020,100,"",GOLO VIVIAN black platform slip on sneakers/ 8.5,Women,Shoes,Sneakers,GOLO,"Black, White",8.5,N,11,"",$25.00,$40.00,""
02/09/2020,100,"",Air Jordan black & white vest hoodie/ S (8-10 yrs),Kids,Shirts & Tops,Sweatshirts & Hoodies,Jordan,"Black, White",SB,N,0,"",$18.00,$20.00,""
02/09/2020,100,"",Simply Southern navy long sleeve t/ XS,Women,Tops,Tees - Long Sleeve,Simply Southern,"Blue, Pink",XS,N,7,"",$12.00,$18.00,""
02/10/2020,99,"",Vineyard vines cream cotton dress/ S,Women,Dresses,"",Vineyard Vines,Cream,S,N,12,"",$24.00,$30.00,""
02/10/2020,99,"",Nurture teal loose fit tunic/ top- Med,Women,Tops,"",Nurture by Lamaze,"Green, Blue",M,N,0,"",$16.00,$16.00,""
02/10/2020,99,"",Lululemon power y tank neon green & white/ 6,Women,Tops,Tank Tops,lululemon athletica,"White, Green",6,N,2,"",$27.00,$27.00,""
02/10/2020,99,"",Sperry topsides / 9.5,Men,Shoes,Boat Shoes,Sperry,Tan,9.5,N,1,"",$24.00,$24.00,""
02/10/2020,99,"",Sam Edelman “LYNN” black espadrille/ 6,Women,Shoes,Espadrilles,Sam Edelman,"Black, Tan",6,N,6,"",$18.00,$28.00,""
02/10/2020,99,"",Olukai maki brown lace ups/ 10.5,Men,Shoes,"",OluKai,Brown,10.5,N,4,"",$27.00,$35.00,""
02/10/2020,99,"",Steve Madden coverup tunic blue white stripe,Women,Swim,Coverups,Steve Madden,"Blue, White",OSFM,Y,0,"",$25.00,$25.00,""
02/10/2020,99,"",Carhartt heathered purple hooded shirt/ S,Women,Tops,Tees - Long Sleeve,Carhartt,Purple,S,N,12,"",$17.00,$21.00,""
02/10/2020,99,"",MBT gray CHAKULA toning sneakers/ 8-8.5,Women,Shoes,Athletic Shoes,MBT,Gray,8,N,1,"",$34.00,$34.00,""
02/10/2020,99,"",Sperry brown sneakers/ 7,Men,Shoes,Sneakers,Sperry,Brown,7,N,0,"",$30.00,$30.00,""
02/10/2020,99,"",Teva sandals turquoise straps/ black soles /9,Women,Shoes,Sandals,Teva,"Blue, Black",9,N,13,"",$16.00,$20.00,""
02/10/2020,99,"",Steve Madden green black flair dress/ 2,Women,Dresses,"",Steve Madden,"Green, Black",2,N,2,"",$19.00,$19.00,""
02/10/2020,99,"",Adrianna Papell green layered halter dress/ 12,Women,Dresses,Midi,Adrianna Papell,Green,12,Y,0,"",$43.00,$43.00,""
02/11/2020,98,"",Banana republic spring green merino sweater,Women,Sweaters,V-Necks,Banana Republic,"Green, Yellow",S,N,1,"",$20.00,$20.00,""
02/13/2020,96,"",Anthropologie navy white cotton tank/ XS,Women,Tops,Tank Tops,Anthropologie,"Blue, White",XS,N,0,"",$20.00,$20.00,""
02/13/2020,96,"",Lilly Pulitzer BARBARA lace dress white gold/0,Women,Dresses,Mini,Lilly Pulitzer,"White, Gold",0,N,6,"",$55.00,$65.00,""
02/13/2020,96,"",Anthro sleeping on snow cream sweater dress/ XS,Women,Dresses,Mini,Anthropologie,Cream,XS,N,5,"",$27.00,$35.00,""
02/13/2020,96,"",Denim & Flower cactus slim fit shirt sleeve shirt,Men,Shirts,Casual Button Down Shirts,Denim & Flower,"White, Gray",M,N,3,"",$18.00,$24.00,""
02/13/2020,96,"",CHALA burnt orange bird tote,Women,Bags,Totes,Chala,"Orange, Blue",OS,N,9,"",$24.00,$33.00,""
02/13/2020,96,"",Madewell stitchstripe navy cream merino cardigan,Women,Sweaters,Cardigans,Madewell,"Blue, Cream",XS,N,2,"",$19.00,$26.00,""
02/13/2020,96,"",Jansport gray and black sling,Women,Bags,Backpacks,Jansport,"Gray, Black",OS,N,3,"",$20.00,$26.00,""
02/13/2020,96,"",Lipsy London black & cream heart romper/ 4,Women,Pants,Jumpsuits & Rompers,Lipsy,"Black, Cream",4,N,1,"",$18.00,$18.00,""
